Authors,Author full names,Author(s) ID,Title,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Themes,Devices,Systems,Year,Author Keywords,Index Keywords,Funding Details,Publisher,Document Type,Publication Stage,Open Access,Source,EID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DePew R.E.; Macdonald D.,"DePew, R.E. (6602566202); Macdonald, D. (57199680354)",6602566202; 57199680354,Remote maintenance of Compact Ignition Tokamak ex-vessel systems,Proceedings - Symposium on Fusion Engineering,1,,,593,596,3,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024938556&partnerID=40&md5=e5c08917cb152af91d1e5cc4699491e0,"Central Eng, Oak Ridge Nat Lab, TN,, USA","DePew R.E., Central Eng, Oak Ridge Nat Lab, TN,, USA; Macdonald D., Central Eng, Oak Ridge Nat Lab, TN,, USA","The use of deuterium-tritium (D-T) fuel in the Compact Ignition Tokamak (CIT) will require applying remote-handling technology for ex-vessel maintenance and replacement of machine components. Highly activated and contaminated components of the fusion device's auxiliary systems, such as diagnostics and RF heating, must be replaced using remotely operated maintenance equipment in the test cell. Throughout the CIT remote maintenance (RM) studies conducted to date, computer modeling has been used extensively to investigate manipulator access in these complex, tightly packed, and cluttered surroundings. A recent refinement of computer modeling involves the use of an intelligent engineering workstation for real-time interactive display of task simulations. Three-dimensional (3-D) kinematic computer models of the CIT machines are proving to be powerful tools in evaluating RM requirements. The use of the models is discussed.",SOFT,CIT,(general/none),1989,,"Computer Simulation; Deuterium; Nuclear Reactors, Fusion; Remote Control; Tritium; Compact Ignition Tokamak (CIT); RF Heating; Tokamak Devices",,,Article,Final,,Scopus,2-s2.0-0024938556
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bogusch E.; Gottfried R.,"Bogusch, E. (56632976300); Gottfried, R. (6603819783)",56632976300; 6603819783,The European contribution to the remote handling equipment for ITER,ATW - Internationale Zeitschrift fur Kernenergie,50,8-9,,501+543,545,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444584475&partnerID=40&md5=52739a9aeb42dd1396b5c269d0dfab89,"AREVA, Framatome ANP GmbH, 91058 Erlangen, Freyeslebenstraße 1, Germany","Bogusch E., AREVA, Framatome ANP GmbH, 91058 Erlangen, Freyeslebenstraße 1, Germany; Gottfried R., AREVA, Framatome ANP GmbH, 91058 Erlangen, Freyeslebenstraße 1, Germany","Due to neutron activation and contamination with dust from the plasma facing surfaces, the ITER in-vessel components such as divertor cassettes and shield blanket modules have to be replaced remotely. In addition, peripherical components like the plugs closing the ports of the ITER vacuum vessel and other contaminated components have to be handled and transported by remotely operated transporters. The European contribution to the ITER remote handling (RH) equipment concentrates on the design of divertor cassette handling devices (movers) and of transporters of in-vessel components and port plugs to which Framatome ANP GmbH within the scope contracted from EFDA to EFET contributes significantly. Prototypes of the divertor cassette movers for the 1998 ITER design have been manufactured by Framatome ANP GmbH and tested at DTPl in Brasimone (Italy). Presently prototypes of the new movers design resulting from the reduced-size (cost) ITER developed after 1998 are planned to be tested in a new test facility DTP 2 in Tampere (Finland).",OVER,ITER,(general/none),2005,,,,,Review,Final,,Scopus,2-s2.0-26444584475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farfaletti-Casali F.,"Farfaletti-Casali, F. (7004035256)",7004035256,"Configurational aspects and structural problems of systems integration, maintenance, containment and shielding for next-generation tokamaks (INTOR and NET)",Fusion Engineering and Design,3,C,,385,397,12,0,10.1016/s0920-3796(85)80093-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149366409&doi=10.1016%2fs0920-3796%2885%2980093-4&partnerID=40&md5=6330773a17133f8a53b8df115ada6c13,"Commission of the European Communities, Joint Research Centre, Ispra Establishment, 21020 Ispra, Va, Italy","Farfaletti-Casali F., Commission of the European Communities, Joint Research Centre, Ispra Establishment, 21020 Ispra, Va, Italy","The paper reviews the configurational aspects and the structural mechanics of the overall engineering design of next-generation tokamak-type experimental power fusion reactors by describing and analysing two of the present major studies, INTOR and NET. Some safety aspects, related to containment and shielding during operation and maintenance, are also described. INTOR and NET are both considered because they constitute two different, significant approaches to defining the reactor mechanical configuration. The paper introduces the assumptions and the system integration procedures adopted to determine the mechanical configurations. The two designs are described and the structural and engineering problems related to the overall architectural aspects are identified. Finally, the main structural problems and the solution adopted are discussed. © 1985 Elsevier Science Publishers B.V. (North-Holland Publishing Division).",SYS,INTOR NET,(general/none),1985,,,,,Article,Final,,Scopus,2-s2.0-58149366409
Edwards P.; Davies N.; Loving A.; Neilson D.; Patel B.,"Edwards, P. (24072846000); Davies, N. (7202610486); Loving, A. (6602592140); Neilson, D. (57214048263); Patel, B. (7402619413)",24072846000; 7202610486; 6602592140; 57214048263; 7402619413,"Operation, maintenance and decontamination of the JET Torus access facilities",Fusion Science and Technology,41,3 II,,607,611,4,0,10.13182/fst02-a22660,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036564847&doi=10.13182%2ffst02-a22660&partnerID=40&md5=ce3f29b24b76ce3065580957616b4328,"EURATOM, UKAEA Fusion Association, Culham Science Centre Abingdon, Oxfordshire, OX14 3DB, United Kingdom","Edwards P., EURATOM, UKAEA Fusion Association, Culham Science Centre Abingdon, Oxfordshire, OX14 3DB, United Kingdom; Davies N., EURATOM, UKAEA Fusion Association, Culham Science Centre Abingdon, Oxfordshire, OX14 3DB, United Kingdom; Loving A., EURATOM, UKAEA Fusion Association, Culham Science Centre Abingdon, Oxfordshire, OX14 3DB, United Kingdom; Neilson D., EURATOM, UKAEA Fusion Association, Culham Science Centre Abingdon, Oxfordshire, OX14 3DB, United Kingdom; Patel B., EURATOM, UKAEA Fusion Association, Culham Science Centre Abingdon, Oxfordshire, OX14 3DB, United Kingdom","Further enhancements to the JET Facilities' Torus will necessitate breaching highly tritiated environments. This may involve on-site work and/or work in a number of support facilities either by remote handling or manual means. This paper gives a brief in-sight concerning these arrangements and the techniques used to control and contain tritium in it's various forms. Details of enclosures, their ventilation, decontamination techniques and operational experiences from three major engineering shutdowns are discussed in detail.",STRAT,JET,IN-VESSEL,2002,,Constraint theory; Decontamination; Maintenance; Monitoring; Nuclear fuel elements; Ventilation; Breaching; Tritium,,American Nuclear Society,Conference paper,Final,,Scopus,2-s2.0-0036564847
Van Uffelen M.; Leroux P.; Berghmans F.,"Van Uffelen, M. (6603441968); Leroux, P. (7103315226); Berghmans, F. (22984128400)",6603441968; 7103315226; 22984128400,Optoelectronic developments for remote-handled maintenance tasks in ITER,"Proceedings - 12th Workshop on Electronics for LHC and Future Experiments, LECC 2006",,,,55,63,8,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898780101&partnerID=40&md5=af618c166cb7af177b234e86cf4da575,"SCK CEN, 2400 Mol, Boeretang 200, Belgium; KHK Geel, 2440 Geel, Kleinhoefstraat 4, Belgium; Vrije Universiteit Brussel, 1050 Brussels, Pleinlaan 2, Belgium","Van Uffelen M., SCK CEN, 2400 Mol, Boeretang 200, Belgium; Leroux P., SCK CEN, 2400 Mol, Boeretang 200, Belgium, KHK Geel, 2440 Geel, Kleinhoefstraat 4, Belgium; Berghmans F., SCK CEN, 2400 Mol, Boeretang 200, Belgium, Vrije Universiteit Brussel, 1050 Brussels, Pleinlaan 2, Belgium","Remotely handled maintenance tools operated in the future International Thermonuclear Experimental Reactor (ITER) will face a harsh radiation environment, with total dose level requirements of several MGy. Optical fiber data communication has been considered as an alternative to conventional electronic transmission between the control room and remote handled maintenance equipment, mainly owing to its insentivity to electro-magnetic interference and to its wavelength encoded multiplexing capabilities. In this paper we summarise main results obtained at SCK CEN over the past years towards the development of radiation tolerant fibre-optic communication links and report on the radiation tolerance of various individual optical components such as optical fibres, laser diodes and photodetectors, as well as their associated electronic driver circuits.",HARD,ITER,(general/none),2007,,Experiments; Maintenance; Multiplexing equipment; Optical fibers; Tokamak devices; Associated electronics; Data-communication; Electronic transmissions; Fibre-optic communication; Harsh radiation environment; International thermonuclear experimental reactor; Radiation tolerances; Radiation tolerant; Experimental reactors,European Commission,CERN,Conference paper,Final,,Scopus,2-s2.0-84898780101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burgess T.; Haange R.; Hattori Y.; Heckendorn F.; Ozaki F.; Shibanuma K.; Tesini A.; Herndon J.; Janeschitz G.; Martin E.; Maisonnier D.; Sironi M.; Tada E.,"Burgess, T. (57197089987); Haange, R. (7004278406); Hattori, Y. (42461409200); Heckendorn, F. (6602859720); Ozaki, F. (7003630095); Shibanuma, K. (35374210800); Tesini, A. (56019625000); Herndon, J. (7103368223); Janeschitz, G. (7005722689); Martin, E. (55723165300); Maisonnier, D. (56627768700); Sironi, M. (7102892142); Tada, E. (7004392209)",57197089987; 7004278406; 42461409200; 6602859720; 7003630095; 35374210800; 56019625000; 7103368223; 7005722689; 55723165300; 56627768700; 7102892142; 7004392209,Remote handling and maintenance of ITER in-vessel components,Fusion Technology,34,3 pt 2,,1144,1150,6,0,10.13182/fst98-a11963767,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032204534&doi=10.13182%2ffst98-a11963767&partnerID=40&md5=1230643014a036ef5b4471ee2d8cde03,"ITER Joint Central Team, Ibaraki-ken, Japan","Burgess T., ITER Joint Central Team, Ibaraki-ken, Japan; Haange R., ITER Joint Central Team, Ibaraki-ken, Japan; Hattori Y., ITER Joint Central Team, Ibaraki-ken, Japan; Heckendorn F., ITER Joint Central Team, Ibaraki-ken, Japan; Ozaki F., ITER Joint Central Team, Ibaraki-ken, Japan; Shibanuma K., ITER Joint Central Team, Ibaraki-ken, Japan; Tesini A., ITER Joint Central Team, Ibaraki-ken, Japan; Herndon J., ITER Joint Central Team, Ibaraki-ken, Japan; Janeschitz G., ITER Joint Central Team, Ibaraki-ken, Japan; Martin E., ITER Joint Central Team, Ibaraki-ken, Japan; Maisonnier D., ITER Joint Central Team, Ibaraki-ken, Japan; Sironi M., ITER Joint Central Team, Ibaraki-ken, Japan; Tada E., ITER Joint Central Team, Ibaraki-ken, Japan","ITER in-vessel components must be remotely handled and maintained due to their neutron activation. Components requiring regularly scheduled maintenance include the blanket shield modules, divertor cassettes and the various ancillary systems mounted in the vacuum vessel (VV) ports. Maintenance is predominantly performed by removing the component from the VV and transferring it to the hot cell facility where it is repaired or processed as waste. Component transfer, as well as remote handling (RH) equipment deployment, is performed with sealed transfer casks that are capable of connecting to the VV ports and hot cell while maintaining containment. An overview of the in-vessel remote maintenance requirements, techniques and equipment is presented.",OVER,ITER,IN-VESSEL,1998,,Experimental reactors; Maintenance; Manipulators; Pressure vessel codes; Reactor shielding; Telecontrol equipment; Blanket shield modules; Divertor cassettes; International thermonuclear experimental reactor (ITER); Remote handling systems; Remote maintenance; Tokamak devices,,ANS,Article,Final,,Scopus,2-s2.0-0032204534
Sharafat S.; Najmabadi F.; Sviatoslavsky I.,"Sharafat, S. (56265646300); Najmabadi, F. (7004402895); Sviatoslavsky, I. (7006114738)",56265646300; 7004402895; 7006114738,Design layout and maintenance of the ARIES-III tokamak reactor,Proceedings - Symposium on Fusion Engineering,,,218769,1039,1042,3,0,10.1109/FUSION.1991.218769,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067682017&doi=10.1109%2fFUSION.1991.218769&partnerID=40&md5=0680dfacc6f42aa10b1050bb118d3537,"Aerospace and Nuclear Engineering, Institute of Plasma and Fusion Research, Department of Mechanical, University of California, Los Angeles, 90024-1597, CA, United States; Fusion Technology Institute, University of Wisconsin, Madison, 53706-1687, WI, United States","Sharafat S., Aerospace and Nuclear Engineering, Institute of Plasma and Fusion Research, Department of Mechanical, University of California, Los Angeles, 90024-1597, CA, United States; Najmabadi F., Aerospace and Nuclear Engineering, Institute of Plasma and Fusion Research, Department of Mechanical, University of California, Los Angeles, 90024-1597, CA, United States; Sviatoslavsky I., Fusion Technology Institute, University of Wisconsin, Madison, 53706-1687, WI, United States","ARIES-III is a conceptual, 1000-MWe, D3He, commercial tokamak-reactor design, based on extrapolation from present-day physics. The low neutron environment of the D3He-fueled ARIES-III reactor requires almost no technological development to ensure full 30-yr-lifetime performance of in- vcssel components. This paper describes the fusion-power-core (FPC) component layout and the required maintenance proce- \ durcs. Components were arranged to facilitate direct access to \ in-ves6el components. This was done by subdividing in-vessel components and by minimizing outer-vessel component movement (e.0., only two of the top three poloidal-field coils have to be lifted for access to in-vessel components). Special consideration was also given to divertor module access so that both the upper and lower modules can be replaced without removing any other in-vessel component. © 1991 IEEE.",,ARIES,,1991,,Fusion reactions; Design layout; Divertor module; In-vessel components; Outer vessels; Poloidal Field coils; Technological development; Tokamak reactor design; Tokamak reactors; Tokamak devices,,Institute of Electrical and Electronics Engineers Inc.,Conference paper,Final,,Scopus,2-s2.0-85067682017
Honda T.; Lousteau D.; Maisonnier D.; Sadakov S.; Shibanuma K.,"Honda, T. (57217441767); Lousteau, D. (6701540790); Maisonnier, D. (56627768700); Sadakov, S. (22635381100); Shibanuma, K. (35374210800)",57217441767; 6701540790; 56627768700; 22635381100; 35374210800,Philosophy and concepts for ITER maintenance,Fusion Engineering and Design,16,C,,205,215,10,0,10.1016/0920-3796(91)90194-U,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949270802&doi=10.1016%2f0920-3796%2891%2990194-U&partnerID=40&md5=cd4c7a10d3c58a073e688a98164bfb4d,"JAERI, Naka Fusion Research Establishment, Naka-gun, Ibaraki-ken, 311-02, Naka-machi, Japan; Fusion Engineering Design Center, Oak Ridge National Laboratory, Oak Ridge, TN 37831, P.O. Box 2009, FEDC Building, United States; NET Team, Max-Planck-Institut für Plasmaphysik, 28046 Garching bei München, Boltzmannstrasse, Germany; D.V. Efremov Scientific Research Institute of Electrophysical Apparatus, Leningrad, 189631, P.O. Box 42, Russian Federation","Honda T., JAERI, Naka Fusion Research Establishment, Naka-gun, Ibaraki-ken, 311-02, Naka-machi, Japan; Lousteau D., Fusion Engineering Design Center, Oak Ridge National Laboratory, Oak Ridge, TN 37831, P.O. Box 2009, FEDC Building, United States; Maisonnier D., NET Team, Max-Planck-Institut für Plasmaphysik, 28046 Garching bei München, Boltzmannstrasse, Germany; Sadakov S., D.V. Efremov Scientific Research Institute of Electrophysical Apparatus, Leningrad, 189631, P.O. Box 42, Russian Federation; Shibanuma K., JAERI, Naka Fusion Research Establishment, Naka-gun, Ibaraki-ken, 311-02, Naka-machi, Japan","The Assembly and Maintenance (A&M) System is the complete set of personnel, equipment, and procedures required to successfully assembly and maintain the International Thermonuclear Experimental Reactor (ITER) components into a reactor capable of operation in the prescribed manner. It is composed of the complete collection of general and special purpose tools and their operating procedures, required for the assembly and maintenance of the ITER device. Included are the reactor specific auxiliary equipment (such as vacuum pumps and heating systems) directly coupled to the reactor and required for its operation. Also included are special facilities, including tools and fixtures, required for preassembly, inspection, disassembly, repair, or testing of components prior to delivery and final assembly. The A&M system operated within an envelope bounded by the plant confinement/containment system. It must have access to all reactor external and internal surface as required to perform its functions. Access to in-vessel components shall be primarily through the four designated maintenance ports located on the machine equatorial plane. Other ports, such as the top vertical port, can be used for maintenance; however, their use shall be limited to less frequent or unplanned operations such as the change-out of internal shielding or blankets. © 1991.",STRAT,ITER,(general/none),1991,,,,,Article,Final,,Scopus,2-s2.0-44949270802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grossetti G.; Aiello G.; Chavan R.; Geßner R.; Goodman T.; Heemskerk C.; Meier A.; Ronden D.; Scherer T.; Späh P.; Schreck S.; Strauß D.; Vaccaro A.; Van Oosterhout J.,"Grossetti, G. (15759787700); Aiello, G. (57202909038); Chavan, R. (56186185400); Geßner, R. (55599995900); Goodman, T. (7102243057); Heemskerk, C. (6602291205); Meier, A. (7103005653); Ronden, D. (10041416100); Scherer, T. (35235184100); Späh, P. (10043425800); Schreck, S. (36983286000); Strauß, D. (7103392316); Vaccaro, A. (25924634200); Van Oosterhout, J. (55510236700)",15759787700; 57202909038; 56186185400; 55599995900; 7102243057; 6602291205; 7103005653; 10041416100; 35235184100; 10043425800; 36983286000; 7103392316; 25924634200; 55510236700,ITER ECH&CD Upper Launcher: Design options and Remote Handling issues of the waveguide assembly,Fusion Engineering and Design,89,9-10,,2415,2418,3,0,10.1016/j.fusengdes.2013.12.053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905986756&doi=10.1016%2fj.fusengdes.2013.12.053&partnerID=40&md5=a3c0f4ce29b66408b91388cfbf12b099,"Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; CRPP, EURATOM - Confédération Suisse, EPFL, CH-1015 Lausanne, Switzerland; Heemskerk Innovative Technology, 2172 HZ Sassenheim, Merelhof 2, Netherlands; FOM Institute DIFFER, 3430 BE Nieuwegein, P.O. Box 1207, Netherlands","Grossetti G., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Aiello G., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Chavan R., CRPP, EURATOM - Confédération Suisse, EPFL, CH-1015 Lausanne, Switzerland; Geßner R., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Goodman T., CRPP, EURATOM - Confédération Suisse, EPFL, CH-1015 Lausanne, Switzerland; Heemskerk C., Heemskerk Innovative Technology, 2172 HZ Sassenheim, Merelhof 2, Netherlands; Meier A., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Ronden D., FOM Institute DIFFER, 3430 BE Nieuwegein, P.O. Box 1207, Netherlands; Scherer T., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Späh P., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Schreck S., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Strauß D., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Vaccaro A., Karlsruhe Institute of Technology, Association KIT-EURATOM, D-76021 Karlsruhe, P.O. Box 3640, Germany; Van Oosterhout J., FOM Institute DIFFER, 3430 BE Nieuwegein, P.O. Box 1207, Netherlands","The ITER Electron Cyclotron Heating and Current Drive Upper Launcher, developed by the ECHUL-CA Consortium of Euratom Associations (CRPP, CNR, ITER-NL, IPF, IPP, KIT and Politecnico di Milano), is presently in its final design phase. The study presented here deals with design options and Remote Handling issues related to the waveguide assembly, an ensemble of mm-wave transmission line components mounted on a vacuum flange. This flange is part of the primary vacuum boundary of the ITER vessel. This paper describes the preliminary assessment of the RH compatibility of the sub-assembly, and a conceptual description of the maintenance actions to be performed on it. A comparison between two possible configurations for the tapers is reported: a waveguide integrated design, in which tapers are integral part of the in-plug waveguide, and an auxiliary shield integrated design, in which the tapers are integrated into the Auxiliary Shield. An important aspect in the design is to ensure the Remote Handling compatibility. Due to lack of space and limited dexterity of the slave manipulator, the general approach in defining the maintenance strategy is to avoid breaking the interfaces of the different components of the assembly, and to extract it from the Upper Port Plug as a single entity. An assessment on possible replacement procedure and the required tools are presented here. © 2014 Elsevier B.V.",SYS,ITER,RF-HCD,2014,ECRH; ITER; Nuclear fusion; Remote Handling,Flanges; Materials handling; Remote control; Waveguides; ECRH; Electron cyclotron heating; ITER; Maintenance strategies; Nuclear fusion; Preliminary assessment; Remote handling; Replacement procedures; Design,"Karlsruhe Institute of Technology, KIT",Elsevier Ltd,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84905986756
Tada E.; Shibanuma K.,"Tada, Eisuke (7004392209); Shibanuma, Kiyoshi (35374210800)",7004392209; 35374210800,Remote Maintenance Development for ITER,Journal of Robotics and Mechatronics,10,2,,71,77,6,0,10.20965/jrm.1998.p0071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166016479&doi=10.20965%2fjrm.1998.p0071&partnerID=40&md5=2e3231f1583f97cc15675742b7d9cf0a,"Naka Fusion Research Establishment, Japan Atomic Energy Research Institute 2-4 Shirakata-shirane, Tokai-mura, Naka-gun, ibaraki, 319-1195, Japan","Tada E., Naka Fusion Research Establishment, Japan Atomic Energy Research Institute 2-4 Shirakata-shirane, Tokai-mura, Naka-gun, ibaraki, 319-1195, Japan; Shibanuma K., Naka Fusion Research Establishment, Japan Atomic Energy Research Institute 2-4 Shirakata-shirane, Tokai-mura, Naka-gun, ibaraki, 319-1195, Japan","This paper describes the overall ITER remote maintenance design concept developed mainly for in-vessel components such as diverters and blankets, and outlines the ITER R&D program to develop remote handling equipment and radiation hard components. Reactor structures inside the ITER cryostat must be maintained remotely due to DT operation, making remote handling technology basic to reactor design. The overall maintenance scenario and design concepts have been developed, and maintenance design feasibility, including fabrication and testing of full-scale in-vessel remote maintenance handling equipment and tool, is being verified. © 1998, Fuji Technology Press. All rights reserved.",OVER,ITER,BLANKET IN-VESSEL DIVERTOR,1998,Blanket maintenance; Bore tools; Divertor cassette maintenance; Invessel viewing; ITER; Radiation hard components; Vehicle manipulator,Maintenance; Materials handling; Nuclear reactors; Remote control; Blanket maintenance; Bore tool; Divertor cassette; Divertor cassette maintenance; Hard components; Invessel viewing; ITER; Radiation hard; Radiation hard component; Vehicle manipulator; Manipulators,,Fuji Technology Press,Review,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85166016479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan C.; Zuo C.; Zhang X.; Hu Y.; Qi Z.; Huang T.,"Wan, Chenhui (57561271100); Zuo, Congju (55960254700); Zhang, Xi (58530094500); Hu, Youmin (23972686100); Qi, Zibo (58930982900); Huang, Tao (59277847700)",57561271100; 55960254700; 58530094500; 23972686100; 58930982900; 59277847700,CMOR-DT: Tokamak device maintenance manipulator based on digital twin,"Proceedings - 2023 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Autonomous and Trusted Vehicles, Scalable Computing and Communications, Digital Twin, Privacy Computing and Data Security, Metaverse, SmartWorld/UIC/ATC/ScalCom/DigitalTwin/PCDS/Metaverse 2023",,,,,,,0,10.1109/SWC57546.2023.10449275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187348611&doi=10.1109%2fSWC57546.2023.10449275&partnerID=40&md5=168113b97775a3605370c7f09da6305b,"Huazhong University of Science and Technology, School of Mechanical Science and Engineering, Wuhan, China; University of Science and Technology of China, Hefei Institutes of Physical Sciences Chinese Academy of Sciences, Hefei, China","Wan C., Huazhong University of Science and Technology, School of Mechanical Science and Engineering, Wuhan, China; Zuo C., University of Science and Technology of China, Hefei Institutes of Physical Sciences Chinese Academy of Sciences, Hefei, China; Zhang X., Huazhong University of Science and Technology, School of Mechanical Science and Engineering, Wuhan, China; Hu Y., Huazhong University of Science and Technology, School of Mechanical Science and Engineering, Wuhan, China; Qi Z., Huazhong University of Science and Technology, School of Mechanical Science and Engineering, Wuhan, China; Huang T., Huazhong University of Science and Technology, School of Mechanical Science and Engineering, Wuhan, China","Tokamak-based controlled nuclear fusion is widely acknowledged as the most viable path towards sustainable energy development. China Fusion Engineering Test Reactor (CFETR) fusion teleoperation program utilizes a seven-axis heavy-duty robotic arm to maintain its Tokamak device. This paper suggests employing digital twin technology for the operational maintenance of CFETR's Multipurpose Overload Robot (CMOR), and discusses the development of a digital twin system according to its maturity level, ranging from simple to complex. Through real-time mapping of the heavy-duty manipulator's motion planning control system with a virtual physics engine, we verify the feasibility of this digital twin system solution and anticipate future work in this area. © 2023 IEEE.",SOFT,CFETR,IN-VESSEL,2023,CMOR; digital twin; heavy-duty robot,Manipulators; Robot programming; Software testing; Tokamak devices; CFETR multipurpose overload robot; Engineering tests; Fusion Engineering; Heavy duty; Heavy-duty robot; Maturity levels; Nuclear fusion; Simple++; Sustainable energy development; Test reactor; Motion planning,"Comprehensive Research Facility for Fusion Technology Program of China, (2018-000052-73-01-001228); National Natural Science Foundation of China, NSFC, (11905147); National Natural Science Foundation of China, NSFC",Institute of Electrical and Electronics Engineers Inc.,Conference paper,Final,,Scopus,2-s2.0-85187348611
Frosi P.; Bachmann C.; Cismondi F.,"Frosi, Paolo (9042923600); Bachmann, Christian (56564920300); Cismondi, Fabio (9236162500)",9042923600; 56564920300; 9236162500,EU-DEMO Breeding Blanket temperature evaluation before remote maintenance operation,Fusion Engineering and Design,146,,,2561,2566,5,0,10.1016/j.fusengdes.2019.04.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065189589&doi=10.1016%2fj.fusengdes.2019.04.041&partnerID=40&md5=f5215844e9779187e596276ee64366d7,"ENEA, Department of Fusion and Technology for Nuclear Safety and Security, via E. Fermi 45, Frascati, 00044, Italy; EUROfusion PMU, Boltzmannstraße 2, Garching, 85748, Germany","Frosi P., ENEA, Department of Fusion and Technology for Nuclear Safety and Security, via E. Fermi 45, Frascati, 00044, Italy; Bachmann C., EUROfusion PMU, Boltzmannstraße 2, Garching, 85748, Germany; Cismondi F., EUROfusion PMU, Boltzmannstraße 2, Garching, 85748, Germany","In DEMO (the European proposal of demonstration fusion reactor) the Breeding Blanket (BB) segments shall be periodically replaced, at end of life or after failure. Any replacement of a BB segment shall be performed by Remote Handling Equipment (RHE) through the vertical upper port: any active action is executed by RHE that clamps a BB segment in the upper portion using a BB transporter. A driving requirement of DEMO commercial technology for RHE is the maximum operating temperature at the BB-RHE interface during BB replacement: the objective of this study is properly to assess this limit, being now the allowable value at 100 °C. This study deals with the Helium Cooled Pebble Bed (HCPB) concept. The initial configuration, with all sector segments (three in the outboard region and two in the inboard one) in their nominal position, has been considered; then the Finite Element model predicts if a natural convection cooling air flux inside vacuum vessel is adequate or if it is necessary a forced convection cooling system. The decay heat produced by the main blanket components (the BB modules caps and lateral walls, the backwalls, the supporting structures, the backplate manifolds, and so on) have been evaluated beforehand: the values applied as body loads in the thermal analyses have been selected within the set related to one month after shut-down. With the assumed geometrical and physical boundary conditions set for the natural and forced convection, the analyses indicate that a forced convection should be necessary to ensure compliance with the present RHE requirements. The obtained results, the analysis assumption and future analysis plan have been briefly discussed. © 2019 Paolo Frosi, Christian Bachmann, Fabio Cismondi",SYS,DEMO,BLANKET,2019,Breeding Blanket; DEMO; FEM; Thermal analysis,Finite element method; Forced convection; Natural convection; Thermoanalysis; Commercial technology; DEMO; Helium-cooled pebble beds; Initial configuration; Natural and forced convections; Natural convection cooling; Operating temperature; Supporting structure; Breeding blankets,"Italian National Agency for New Technologies, Energy and Sustainable Economic Development; European Neuroendocrine Association, ENEA; Horizon 2020 Framework Programme, H2020; H2020 Euratom, EURATOM, (633053)",Elsevier Ltd,Article,Final,,Scopus,2-s2.0-85065189589
